Date,Open,High,Low,Close,Adj Close,Volume
2001-01-01,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-02,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-03,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-04,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-07,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-08,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-09,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-10,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-11,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-14,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-15,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-16,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-17,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-18,0.18636,0.19801,0.18636,0.19801,0.164149,36058
2001-01-21,0.20189,0.20189,0.20189,0.20189,0.167365,38634
2001-01-22,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-01-23,0.21743,0.21743,0.21743,0.21743,0.180248,3863
2001-01-24,0.21743,0.21743,0.21743,0.21743,0.180248,0
2001-01-25,,,,,,
2001-01-28,0.21743,0.23296,0.21743,0.23296,0.193122,66966
2001-01-29,0.23296,0.23296,0.21743,0.21743,0.180248,43785
2001-01-30,0.20189,0.20189,0.18636,0.18636,0.154491,127492
2001-01-31,0.20189,0.20189,0.20189,0.20189,0.167365,5151
2001-02-01,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-02-04,0.20189,0.20189,0.20189,0.20189,0.167365,0
2001-02-05,0.18636,0.20189,0.14754,0.18636,0.154491,3160261
2001-02-06,0.20189,0.20189,0.18636,0.20189,0.167365,381189
2001-02-07,0.20189,0.20189,0.19413,0.19413,0.160932,133931
2001-02-08,0.17472,0.17472,0.17472,0.17472,0.144842,12878
2001-02-11,0.17472,0.17472,0.17472,0.17472,0.144842,0
2001-02-12,0.1786,0.1786,0.1786,0.1786,0.148058,51512
2001-02-13,0.17083,0.17083,0.17083,0.17083,0.141617,30907
2001-02-14,0.17083,0.17083,0.17083,0.17083,0.141617,193170
2001-02-15,0.17472,0.17472,0.17472,0.17472,0.144842,257560
2001-02-18,0.17083,0.17083,0.1553,0.1553,0.128743,64390
2001-02-19,0.1553,0.1786,0.1553,0.1786,0.148058,373462
2001-02-20,0.1786,0.1786,0.1786,0.1786,0.148058,64390
2001-02-21,0.1786,0.1786,0.1786,0.1786,0.148058,141658
2001-02-22,0.14987,0.18636,0.14987,0.18636,0.154491,129295
2001-02-25,0.19413,0.19413,0.19413,0.19413,0.160932,3271
2001-02-26,0.19413,0.19413,0.19413,0.19413,0.160932,18029
2001-02-27,0.14754,0.14754,0.14754,0.14754,0.12231,321950
2001-02-28,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-01,0.17083,0.17083,0.17083,0.17083,0.141617,87570
2001-03-04,0.17083,0.17083,0.17083,0.17083,0.141617,0
2001-03-05,0.1786,0.1786,0.1786,0.1786,0.148058,238244
2001-03-06,0.17083,0.17083,0.17083,0.17083,0.141617,2576
2001-03-07,0.1553,0.1553,0.1553,0.1553,0.128743,22485
2001-03-08,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-03-11,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-03-12,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-03-13,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-03-14,0.1553,0.1553,0.1553,0.1553,0.128743,3271
2001-03-15,0.14754,0.14754,0.14754,0.14754,0.12231,20605
2001-03-18,0.1553,0.1553,0.14754,0.14754,0.12231,54603
2001-03-19,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-20,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-21,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-22,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-26,0.14754,0.14754,0.14754,0.14754,0.12231,64403
2001-03-27,0.14754,0.14754,0.14754,0.14754,0.12231,1289
2001-03-28,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-29,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-03-30,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-02,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-03,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-04,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-05,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-06,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-09,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-10,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-11,0.13977,0.13977,0.13977,0.13977,0.115868,321950
2001-04-12,0.13977,0.14754,0.13977,0.14754,0.12231,341267
2001-04-13,,,,,,
2001-04-16,,,,,,
2001-04-17,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-18,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-19,0.14754,0.14754,0.14754,0.14754,0.12231,3389
2001-04-20,0.14754,0.14754,0.14754,0.14754,0.12231,64390
2001-04-23,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-24,0.14754,0.14754,0.14754,0.14754,0.12231,68176
2001-04-25,,,,,,
2001-04-26,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-27,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-04-30,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-05-01,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-05-02,0.1553,0.17083,0.1553,0.1553,0.128743,66450
2001-05-03,0.1553,0.1553,0.1553,0.1553,0.128743,32283
2001-05-04,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-05-07,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-05-08,0.1553,0.1553,0.1553,0.1553,0.128743,6439
2001-05-09,0.1553,0.1553,0.1553,0.1553,0.128743,6439
2001-05-10,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-05-11,0.13977,0.13977,0.13977,0.13977,0.115868,12878
2001-05-14,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-05-15,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-05-16,0.14754,0.14754,0.14754,0.14754,0.12231,68176
2001-05-17,0.1849,0.1849,0.14597,0.14597,0.121008,0
2001-05-18,0.1849,0.1849,0.14597,0.14597,0.121008,0
2001-05-21,0.11648,0.11648,0.07765,0.09318,0.077246,75980
2001-05-22,0.14366,0.14366,0.14366,0.14366,0.119093,12878
2001-05-23,0.13589,0.13589,0.13589,0.13589,0.112652,11590
2001-05-24,0.13589,0.14366,0.13589,0.14366,0.119093,45086
2001-05-25,0.1553,0.1553,0.1553,0.1553,0.128743,3207
2001-05-28,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-05-29,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-05-30,0.1553,0.1553,0.1553,0.1553,0.128743,0
2001-05-31,0.14754,0.14754,0.14754,0.14754,0.12231,154536
2001-06-01,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-04,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-05,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-06,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-07,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-08,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-11,,,,,,
2001-06-12,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-13,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-14,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-15,0.14754,0.14754,0.14754,0.14754,0.12231,25756
2001-06-18,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-19,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-20,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-06-21,0.13977,0.13977,0.13977,0.13977,0.115868,64390
2001-06-22,0.13977,0.13977,0.13977,0.13977,0.115868,105316
2001-06-25,0.17516,0.17516,0.13624,0.13624,0.112942,0
2001-06-26,0.17516,0.17516,0.13624,0.13624,0.112942,0
2001-06-27,0.17516,0.17516,0.13624,0.13624,0.112942,0
2001-06-28,0.17516,0.17516,0.1411,0.1411,0.116971,0
2001-06-29,0.1126,0.1126,0.10871,0.10871,0.09012,88858
2001-07-02,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-03,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-04,0.10871,0.10871,0.10871,0.10871,0.09012,2576
2001-07-05,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-06,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-09,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-10,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-11,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-12,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-13,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-16,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-17,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-18,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-19,0.10871,0.10871,0.10871,0.10871,0.09012,0
2001-07-20,0.13201,0.13201,0.13201,0.13201,0.109435,51433
2001-07-23,0.13977,0.13977,0.13977,0.13977,0.115868,79
2001-07-24,0.17516,0.17516,0.13624,0.13624,0.112942,0
2001-07-25,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-07-26,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-07-27,0.13201,0.13201,0.13201,0.13201,0.109435,302556
2001-07-30,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-07-31,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-01,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-02,0.13201,0.13201,0.13201,0.13201,0.109435,29619
2001-08-03,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-06,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-07,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-08,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-09,0.13201,0.13201,0.13201,0.13201,0.109435,3863
2001-08-10,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-13,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-14,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-15,0.16543,0.16543,0.13624,0.13624,0.112942,0
2001-08-16,0.13201,0.13201,0.13201,0.13201,0.109435,151329
2001-08-17,0.13201,0.13977,0.13201,0.13977,0.115868,242028
2001-08-20,0.14754,0.14754,0.14754,0.14754,0.12231,10302
2001-08-21,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-08-22,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-08-23,0.14754,0.14754,0.13201,0.14754,0.12231,139005
2001-08-24,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-08-27,0.14754,0.14754,0.14754,0.14754,0.12231,3863
2001-08-28,0.13201,0.13201,0.13201,0.13201,0.109435,12878
2001-08-29,0.13201,0.13201,0.13201,0.13201,0.109435,0
2001-08-30,0.13201,0.13201,0.13201,0.13201,0.109435,0
2001-08-31,0.14366,0.14754,0.14366,0.14754,0.12231,25756
2001-09-03,0.1849,0.1849,0.14597,0.14597,0.121008,0
2001-09-04,0.13977,0.13977,0.13977,0.13977,0.115868,64390
2001-09-05,0.14754,0.14754,0.14754,0.14754,0.12231,10302
2001-09-06,0.1849,0.1849,0.14597,0.14597,0.121008,0
2001-09-07,0.1849,0.1849,0.14597,0.14597,0.121008,0
2001-09-10,0.17516,0.17516,0.14597,0.14597,0.121008,0
2001-09-11,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-12,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-13,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-14,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-17,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-18,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-19,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-20,0.17516,0.17516,0.14597,0.14597,0.121008,0
2001-09-21,0.14754,0.14754,0.14754,0.14754,0.12231,0
2001-09-24,0.13977,0.13977,0.13977,0.13977,0.115868,3863
2001-09-25,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-09-26,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-09-27,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-09-28,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-01,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-02,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-03,0.13977,0.13977,0.13977,0.13977,0.115868,16098
2001-10-04,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-05,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-08,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-09,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-10,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-11,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-12,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-15,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-16,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-17,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-18,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-19,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-22,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-23,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-24,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-25,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-26,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-28,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-29,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-30,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-10-31,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-01,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-04,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-05,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-06,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-07,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-08,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-11,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-12,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-13,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-14,0.13977,0.13977,0.13977,0.13977,0.115868,0
2001-11-15,0.13201,0.13201,0.13201,0.13201,0.109435,100371
2001-11-18,0.13201,0.13201,0.13201,0.13201,0.109435,0
2001-11-19,0.13201,0.13201,0.13201,0.13201,0.109435,0
2001-11-20,0.1703,0.1703,0.12651,0.12651,0.104876,0
2001-11-21,0.1703,0.1703,0.12651,0.12651,0.104876,0
2001-11-22,0.1703,0.1703,0.12651,0.12651,0.104876,0
2001-11-25,0.1703,0.1703,0.13137,0.13137,0.108905,0
2001-11-26,0.1703,0.1703,0.13137,0.13137,0.108905,0
2001-11-27,0.13589,0.13589,0.13589,0.13589,0.112652,51512
2001-11-28,0.1703,0.1703,0.13137,0.13137,0.108905,0
2001-11-29,0.1703,0.1703,0.13137,0.13137,0.108905,0
2001-12-02,0.13589,0.13589,0.13589,0.13589,0.112652,10302
2001-12-03,0.13589,0.13589,0.13589,0.13589,0.112652,7727
2001-12-04,0.17516,0.17516,0.13137,0.13137,0.108905,0
2001-12-05,0.17516,0.17516,0.13137,0.13137,0.108905,0
2001-12-06,0.17516,0.17516,0.13137,0.13137,0.108905,0
2001-12-09,0.13977,0.13977,0.13977,0.13977,0.115868,84995
2001-12-10,0.13201,0.13201,0.13201,0.13201,0.109435,57951
2001-12-11,0.13201,0.13201,0.13201,0.13201,0.109435,6439
2001-12-12,0.11648,0.11648,0.11648,0.11648,0.096561,64390
2001-12-13,0.11648,0.11648,0.11648,0.11648,0.096561,0
2001-12-16,0.13201,0.13201,0.13201,0.13201,0.109435,122341
2001-12-17,0.13201,0.13201,0.13201,0.13201,0.109435,19317
2001-12-18,0.1557,0.1557,0.13137,0.13137,0.108905,0
2001-12-19,0.1557,0.1557,0.13137,0.13137,0.108905,0
2001-12-20,0.1557,0.1557,0.13137,0.13137,0.108905,0
2001-12-23,0.11648,0.13201,0.11648,0.13201,0.109435,70829
2001-12-24,,,,,,
2001-12-25,,,,,,
2001-12-26,0.13201,0.13201,0.13201,0.13201,0.109435,0
2001-12-27,0.13201,0.13201,0.13201,0.13201,0.109435,0
2001-12-30,0.11648,0.11648,0.11648,0.11648,0.096561,100371
2001-12-31,,,,,,
2002-01-01,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-02,0.11648,0.11648,0.10095,0.11648,0.096561,84894
2002-01-03,0.11648,0.11648,0.11648,0.11648,0.096561,109463
2002-01-06,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-07,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-08,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-09,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-10,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-13,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-14,0.11648,0.11648,0.11648,0.11648,0.096561,0
2002-01-15,0.10871,0.10871,0.10483,0.10483,0.086903,146809
2002-01-16,0.10095,0.10095,0.10095,0.10095,0.083687,38634
2002-01-17,0.11752,0.11752,0.11752,0.11752,0.097423,0
2002-01-20,0.11752,0.11752,0.11752,0.11752,0.097423,0
2002-01-21,0.14598,0.14598,0.11678,0.11678,0.09681,0
2002-01-22,0.11752,0.11752,0.11752,0.11752,0.097423,0
2002-01-23,0.11752,0.11752,0.11752,0.11752,0.097423,0
2002-01-24,0.1356,0.15368,0.12656,0.14464,0.119906,188230
2002-01-27,,,,,,
2002-01-28,0.14464,0.14464,0.14464,0.14464,0.119906,33187
2002-01-29,0.1356,0.1356,0.1356,0.1356,0.112412,2212
2002-01-30,0.1356,0.1356,0.1356,0.1356,0.112412,0
2002-01-31,0.11752,0.11752,0.10848,0.10848,0.089929,37612
2002-02-03,0.0904,0.10848,0.0904,0.10848,0.089929,12168
2002-02-04,0.08407,0.08769,0.08407,0.08769,0.072694,7841998
2002-02-05,0.08769,0.08769,0.08769,0.08769,0.072694,0
2002-02-06,0.0904,0.0904,0.0904,0.0904,0.074941,57523
2002-02-07,0.0904,0.0904,0.0904,0.0904,0.074941,0
2002-02-10,0.0904,0.0904,0.08588,0.08588,0.071194,119472
2002-02-11,0.08136,0.08136,0.08136,0.08136,0.067447,110622
2002-02-12,0.08136,0.08136,0.08136,0.08136,0.067447,0
2002-02-13,0.09944,0.09944,0.09944,0.09944,0.082435,11062
2002-02-14,0.09944,0.09944,0.09944,0.09944,0.082435,0
2002-02-17,0.09944,0.09944,0.09944,0.09944,0.082435,268258
2002-02-18,0.09944,0.09944,0.09944,0.09944,0.082435,11062
2002-02-19,0.0904,0.0904,0.0904,0.0904,0.074941,8297
2002-02-20,0.0904,0.0904,0.0904,0.0904,0.074941,0
2002-02-21,0.0904,0.0904,0.0904,0.0904,0.074941,0
2002-02-24,0.0904,0.0904,0.0904,0.0904,0.074941,0
2002-02-25,0.0904,0.0904,0.0904,0.0904,0.074941,138278
2002-02-26,0.08136,0.08136,0.08136,0.08136,0.067447,135512
2002-02-27,0.08136,0.08136,0.08136,0.08136,0.067447,0
2002-02-28,0.08136,0.08136,0.08136,0.08136,0.067447,0
2002-03-03,0.08136,0.08136,0.08136,0.08136,0.067447,0
2002-03-04,0.0904,0.0904,0.0904,0.0904,0.074941,575157
2002-03-05,0.09492,0.09492,0.09492,0.09492,0.078688,165933
2002-03-06,0.09944,0.09944,0.09944,0.09944,0.082435,16593
2002-03-07,0.09944,0.09944,0.09492,0.09492,0.078688,55388
2002-03-10,0.09492,0.09492,0.09492,0.09492,0.078688,22124
2002-03-11,0.09492,0.09492,0.0904,0.0904,0.074941,193589
2002-03-12,0.0904,0.0904,0.0904,0.0904,0.074941,143809
2002-03-13,0.0904,0.0904,0.0904,0.0904,0.074941,73011
2002-03-14,0.11191,0.11191,0.08759,0.08759,0.072612,0
2002-03-17,0.11191,0.11191,0.08759,0.08759,0.072612,0
2002-03-18,0.09732,0.09732,0.08759,0.08759,0.072612,0
2002-03-19,0.09732,0.09732,0.08759,0.08759,0.072612,0
2002-03-20,0.09732,0.09732,0.08759,0.08759,0.072612,0
2002-03-21,0.08949,0.0904,0.08949,0.0904,0.074941,131640
2002-03-24,0.0904,0.09944,0.0904,0.0904,0.074941,222350
2002-03-25,0.0904,0.0904,0.0904,0.0904,0.074941,34293
2002-03-26,0.09732,0.09732,0.08759,0.08759,0.072612,0
2002-03-27,0.0904,0.0904,0.0904,0.0904,0.074941,110622
2002-03-28,,,,,,
2002-04-01,,,,,,
2002-04-02,0.0904,0.0904,0.0904,0.0904,0.074941,1307588
2002-04-03,0.0904,0.0904,0.0904,0.0904,0.074941,99560
2002-04-04,0.0904,0.0904,0.0904,0.0904,0.074941,0
2002-04-05,0.0904,0.0904,0.0904,0.0904,0.074941,110622
2002-04-08,0.0904,0.0904,0.0904,0.0904,0.074941,0
2002-04-09,0.08859,0.0904,0.08588,0.08588,0.071194,65267
